year,state name,region_1,age,sex_1,race,race_1,martial status,union type,educ99,occ,ind,wkswork1,uhrswork,incwage
1990,New Jersey,Northeast,38,male,1,White,"Married, spouse present",NIU,,157,842,52,55,20200.0
1990,Florida,South,48,male,1,White,"Married, spouse present",NIU,,567,60,52,40,31200.0
1990,California,West,32,male,1,White,"Married, spouse present",NIU,,206,840,35,44,19000.0
1990,Illinois,Midwest,43,male,1,White,"Married, spouse present",No union coverage,,808,401,52,45,23000.0
1990,Illinois,Midwest,45,male,4,Other,"Married, spouse absent",NIU,,809,402,52,40,15000.0
1990,Pennsylvania,Northeast,27,male,1,White,Never mar,NIU,,869,60,52,40,20000.0
1990,Maryland,South,45,male,1,White,"Married, spouse present",NIU,,27,881,52,45,62500.0
1990,North Carolina,South,36,male,2,Black,"Married, spouse present",NIU,,575,300,52,48,36000.0
1990,Vermont,Northeast,40,male,1,White,"Married, spouse present",NIU,,243,591,52,45,40409.0
1990,Hawaii,West,60,male,1,White,Divorced,NIU,,486,21,43,40,8176.0
1990,Michigan,Midwest,34,male,1,White,"Married, spouse present",NIU,,354,412,52,50,21000.0
1990,Oklahoma,South,37,male,1,White,"Married, spouse present",NIU,,243,622,52,41,22620.0
1990,California,West,49,male,3,Hispanic,"Married, spouse present",Member of labor union,,157,842,52,35,30000.0
1990,Oregon,West,26,male,1,White,Never mar,NIU,,783,760,52,8,7738.0
1990,Washington,West,34,male,1,White,"Married, spouse present",Member of labor union,,368,231,52,40,23480.0
1990,New York,Northeast,30,male,1,White,"Married, spouse present",Member of labor union,,875,471,52,35,28000.0
1990,Washington,West,27,male,1,White,"Married, spouse present",NIU,,19,710,52,65,45000.0
1990,New York,Northeast,37,male,3,Hispanic,"Married, spouse present",NIU,,667,151,52,35,34787.0
1990,Massachusetts,Northeast,45,male,1,White,"Married, spouse present",No union coverage,,426,882,52,40,27000.0
1990,Massachusetts,Northeast,27,male,1,White,"Married, spouse present",NIU,,84,831,52,60,24000.0
1990,Florida,South,55,male,1,White,"Married, spouse present",NIU,,243,750,52,60,80000.0
1990,New York,Northeast,28,male,1,White,Never mar,NIU,,243,651,10,40,2853.0
1990,South Carolina,South,31,male,1,White,Never mar,NIU,,229,740,52,38,37000.0
1990,Washington,West,34,male,1,White,"Married, spouse present",NIU,,303,840,52,40,18000.0
1990,Massachusetts,Northeast,49,male,1,White,"Married, spouse present",NIU,,55,460,52,40,60000.0
1990,Tennessee,South,44,male,2,Black,"Married, spouse present",NIU,,877,601,51,40,22000.0
1990,Kansas,Midwest,36,male,1,White,Never mar,NIU,,19,432,52,45,36000.0
1990,Ohio,Midwest,38,male,1,White,"Married, spouse present",NIU,,883,410,52,40,35385.0
1990,Oregon,West,25,male,1,White,Never mar,Member of labor union,,883,121,47,20,8525.0
1990,California,West,56,male,1,White,"Married, spouse present",NIU,,116,850,52,50,46700.0
1990,Colorado,West,34,male,4,Other,Never mar,NIU,,44,362,50,45,20000.0
1990,New Hampshire,Northeast,39,male,1,White,Divorced,NIU,,856,231,52,40,17000.0
1990,New York,Northeast,30,male,3,Hispanic,Never mar,NIU,,426,601,52,54,10400.0
1990,Wyoming,West,43,male,1,White,"Married, spouse present",NIU,,5,922,52,40,30533.0
1990,Illinois,Midwest,34,male,1,White,Never mar,No union coverage,,19,732,52,50,75000.0
1990,Minnesota,Midwest,38,male,1,White,"Married, spouse present",NIU,,378,742,52,40,21000.0
1990,Utah,West,47,male,1,White,"Married, spouse present",Member of labor union,,157,842,50,40,33184.0
1990,Illinois,Midwest,43,male,2,Black,Divorced,NIU,,19,842,52,40,18000.0
1990,Tennessee,South,54,male,1,White,"Married, spouse present",NIU,,19,331,52,60,50000.0
1990,California,West,48,male,1,White,"Married, spouse present",NIU,,254,701,52,40,25000.0
1990,West Virginia,South,44,male,1,White,"Married, spouse present",NIU,,558,60,52,40,32000.0
1990,Utah,West,33,male,1,White,"Married, spouse present",NIU,,25,700,52,40,69200.0
1990,Illinois,Midwest,39,male,1,White,"Married, spouse present",NIU,,8,311,52,45,55000.0
1990,Massachusetts,Northeast,38,male,1,White,"Married, spouse present",NIU,,243,650,52,48,50000.0
1990,West Virginia,South,34,male,1,White,Never mar,NIU,,5,931,52,42,20679.0
1990,New York,Northeast,35,male,1,White,"Married, spouse present",NIU,,777,172,52,42,35000.0
1990,Florida,South,30,male,3,Hispanic,"Married, spouse absent",No union coverage,,783,10,36,45,22328.0
1990,Maryland,South,40,male,1,White,"Married, spouse present",NIU,,5,932,52,50,57000.0
1990,Florida,South,47,male,1,White,Never mar,NIU,,243,651,52,50,30000.0
1990,Wisconsin,Midwest,34,male,1,White,"Married, spouse present",NIU,,19,700,52,40,41000.0
1990,Illinois,Midwest,25,male,3,Hispanic,"Married, spouse present",No union coverage,,804,531,52,40,18000.0
1990,Tennessee,South,34,male,2,Black,Never mar,NIU,,449,831,52,40,13000.0
1990,Texas,South,35,male,1,White,"Married, spouse present",No union coverage,,243,592,52,40,11000.0
1990,New York,Northeast,27,male,1,White,Never mar,No union coverage,,243,581,52,35,17800.0
1990,Nevada,West,30,male,1,White,Never mar,No union coverage,,575,762,52,40,27000.0
1990,Virginia,South,29,male,2,Black,"Married, spouse present",NIU,,423,910,52,45,18000.0
1990,California,West,27,male,4,Other,"Married, spouse present",NIU,,64,740,52,40,22000.0
1990,Oklahoma,South,46,male,1,White,"Married, spouse present",No union coverage,,157,842,26,40,11250.0
1990,Michigan,Midwest,35,male,1,White,Never mar,Member of labor union,,706,351,52,40,39000.0
1990,Minnesota,Midwest,31,male,2,Black,"Married, spouse present",NIU,,228,440,52,35,10000.0
1990,Mississippi,South,44,male,1,White,"Married, spouse present",NIU,,13,711,52,60,99999.0
1990,North Carolina,South,40,male,1,White,"Married, spouse present",NIU,,14,842,50,55,34000.0
1990,New York,Northeast,44,male,3,Hispanic,"Married, spouse present",NIU,,19,391,52,40,28000.0
1990,Arkansas,South,29,male,1,White,"Married, spouse present",Covered by union but not a member,,69,460,52,50,38000.0
1990,North Carolina,South,50,male,2,Black,"Married, spouse present",NIU,,269,620,52,60,24000.0
1990,Pennsylvania,Northeast,49,male,1,White,"Married, spouse present",NIU,,777,180,52,40,20000.0
1990,Ohio,Midwest,42,male,1,White,"Married, spouse present",NIU,,529,441,52,48,36000.0
1990,Mississippi,South,51,male,1,White,"Married, spouse present",NIU,,505,461,52,50,19000.0
1990,Washington,West,38,male,1,White,"Married, spouse present",NIU,,217,60,52,40,30422.0
1990,Alabama,South,53,male,2,Black,"Married, spouse present",NIU,,885,842,52,40,9500.0
1990,California,West,27,male,3,Hispanic,"Married, spouse present",NIU,,744,151,52,40,29000.0
1990,Ohio,Midwest,51,male,1,White,"Married, spouse present",NIU,,633,191,52,60,45000.0
1990,Iowa,Midwest,33,male,1,White,Divorced,No union coverage,,257,471,52,40,16000.0
1990,North Dakota,Midwest,33,male,1,White,"Married, spouse present",NIU,,877,601,52,48,28000.0
1990,Alaska,West,38,male,1,White,Divorced,NIU,,36,921,52,40,35000.0
1990,Michigan,Midwest,28,male,1,White,"Married, spouse present",No union coverage,,19,712,52,50,30000.0
1990,California,West,37,male,3,Hispanic,"Married, spouse present",NIU,,555,931,52,40,42000.0
1990,North Carolina,South,44,male,1,White,"Married, spouse present",NIU,,307,702,52,50,52000.0
1990,Pennsylvania,Northeast,56,male,1,White,"Married, spouse present",No union coverage,,368,742,52,42,22000.0
1990,Tennessee,South,29,male,1,White,"Married, spouse present",NIU,,259,530,52,40,27500.0
1990,South Carolina,South,60,male,1,White,"Married, spouse present",NIU,,19,331,52,40,99999.0
1990,Tennessee,South,27,male,1,White,Never mar,Member of labor union,,365,601,52,48,30000.0
1990,New York,Northeast,26,male,1,White,"Married, spouse present",NIU,,19,432,52,43,28500.0
1990,South Carolina,South,60,male,1,White,"Married, spouse present",NIU,,365,530,52,40,23000.0
1990,Pennsylvania,Northeast,41,male,1,White,"Married, spouse present",No union coverage,,229,542,52,40,18700.0
1990,Alaska,West,46,male,1,White,"Married, spouse present",NIU,,19,441,52,40,68000.0
1990,Ohio,Midwest,44,male,1,White,"Married, spouse present",NIU,,637,351,52,40,44000.0
1990,Texas,South,35,male,1,White,"Married, spouse present",NIU,,154,850,52,40,32869.0
1990,Illinois,Midwest,27,male,1,White,Never mar,No union coverage,,13,130,52,55,32000.0
1990,Ohio,Midwest,40,male,1,White,Never mar,NIU,,157,842,37,55,30000.0
1990,Pennsylvania,Northeast,27,male,1,White,"Married, spouse present",NIU,,634,212,52,40,34000.0
1990,Massachusetts,Northeast,59,male,1,White,"Married, spouse present",NIU,,436,762,50,48,27000.0
1990,Illinois,Midwest,35,male,4,Other,Never mar,NIU,,426,741,52,40,16000.0
1990,California,West,27,male,3,Hispanic,"Married, spouse present",No union coverage,,503,751,50,40,11000.0
1990,Alabama,South,28,male,1,White,Never mar,NIU,,567,60,28,40,4800.0
1990,North Dakota,Midwest,40,male,1,White,"Married, spouse present",No union coverage,,243,620,52,60,27000.0
1990,Washington,West,59,male,1,White,"Married, spouse present",Member of labor union,,808,842,42,10,4000.0
1990,Texas,South,33,male,1,White,Divorced,NIU,,243,601,52,40,24000.0
1990,New York,Northeast,33,male,1,White,Never mar,No union coverage,,8,102,52,40,11440.0
1990,Illinois,Midwest,44,male,1,White,"Married, spouse present",NIU,,255,710,52,50,45000.0
1990,Texas,South,36,male,1,White,Divorced,NIU,,457,780,51,45,12000.0
1990,Illinois,Midwest,29,male,1,White,"Married, spouse present",NIU,,57,312,52,40,23000.0
1990,Florida,South,28,male,1,White,"Married, spouse present",NIU,,855,60,52,50,8800.0
1990,Mississippi,South,32,male,1,White,"Married, spouse present",NIU,,259,530,52,40,26000.0
1990,Iowa,Midwest,59,male,1,White,"Married, spouse present",NIU,,613,50,52,50,34500.0
1990,Illinois,Midwest,63,male,1,White,Divorced,NIU,,19,281,52,45,40000.0
1990,Georgia,South,31,male,2,Black,Never mar,No union coverage,,453,880,52,40,12000.0
1990,Pennsylvania,Northeast,39,male,1,White,"Married, spouse present",NIU,,453,270,45,40,25000.0
1990,New York,Northeast,37,male,1,White,"Married, spouse present",NIU,,779,342,52,40,35000.0
1990,Tennessee,South,36,male,1,White,"Married, spouse present",NIU,,558,60,52,40,12500.0
1990,California,West,47,male,1,White,Never mar,NIU,,508,932,52,40,40500.0
1990,California,West,53,male,2,Black,Divorced,NIU,,36,910,52,55,80000.0
1990,Florida,South,39,male,1,White,"Married, spouse present",NIU,,208,881,52,40,18000.0
1990,South Carolina,South,38,male,1,White,"Married, spouse present",NIU,,633,172,52,55,42203.0
1990,Ohio,Midwest,34,male,1,White,Divorced,NIU,,805,60,52,40,17000.0
1990,California,West,29,male,1,White,Never mar,NIU,,379,931,39,40,5655.0
1990,Illinois,Midwest,26,male,1,White,"Married, spouse present",NIU,,889,550,52,40,20000.0
1990,Wyoming,West,33,male,1,White,"Married, spouse present",NIU,,453,41,52,50,35000.0
1990,New Mexico,West,33,male,1,White,"Married, spouse present",NIU,,417,932,52,72,21000.0
1990,Wyoming,West,35,male,1,White,Never mar,NIU,,63,41,52,42,41500.0
1990,Illinois,Midwest,30,male,3,Hispanic,Never mar,No union coverage,,579,60,30,30,5500.0
1990,Kansas,Midwest,36,male,3,Hispanic,"Married, spouse present",NIU,,453,722,52,70,23000.0
1990,West Virginia,South,36,male,1,White,"Married, spouse present",NIU,,243,530,52,40,29000.0
1990,Arizona,West,45,male,1,White,"Married, spouse present",NIU,,259,351,52,50,40000.0
1990,District of Columbia,South,27,male,1,White,Never mar,NIU,,19,762,52,55,22500.0
1990,Kentucky,South,28,male,1,White,"Married, spouse present",NIU,,507,41,52,45,38000.0
1990,Indiana,Midwest,44,male,1,White,Divorced,NIU,,683,351,52,40,40000.0
1990,California,West,27,male,1,White,"Married, spouse present",NIU,,796,300,52,40,25000.0
1990,Texas,South,37,male,3,Hispanic,"Married, spouse present",No union coverage,,316,910,52,40,28000.0
1990,New Jersey,Northeast,35,male,1,White,Never mar,NIU,,174,932,52,40,54500.0
1990,Kansas,Midwest,34,male,1,White,"Married, spouse present",NIU,,25,700,52,50,31000.0
1990,Kansas,Midwest,44,male,1,White,"Married, spouse present",No union coverage,,263,612,52,60,25000.0
1990,Florida,South,37,male,1,White,"Married, spouse present",NIU,,55,322,52,40,37000.0
1990,Florida,South,56,male,1,White,"Married, spouse present",NIU,,824,400,29,60,33000.0
1990,Arizona,West,31,male,1,White,"Married, spouse present",NIU,,585,60,52,45,35000.0
1990,Mississippi,South,36,male,2,Black,Never mar,NIU,,447,831,52,40,12380.0
1990,Florida,South,40,male,1,White,"Married, spouse present",NIU,,567,60,48,40,13824.0
1990,Florida,South,36,male,1,White,"Married, spouse present",NIU,,529,441,52,40,35000.0
1990,New Jersey,Northeast,59,male,1,White,"Married, spouse present",NIU,,426,762,52,16,4600.0
1990,Utah,West,54,male,1,White,Separated,No union coverage,,243,530,52,40,18200.0
1990,Ohio,Midwest,53,male,1,White,"Married, spouse present",NIU,,779,351,52,40,35000.0
1990,Illinois,Midwest,46,male,2,Black,Divorced,NIU,,418,910,52,40,39000.0
1990,Texas,South,28,male,3,Hispanic,"Married, spouse present",NIU,,356,171,52,38,27000.0
1990,Illinois,Midwest,48,male,1,White,"Married, spouse present",NIU,,616,41,52,48,43000.0
1990,California,West,46,male,3,Hispanic,Never mar,NIU,,159,740,52,40,43000.0
1990,Florida,South,28,male,3,Hispanic,"Married, spouse present",NIU,,633,211,52,45,34000.0
1990,Minnesota,Midwest,59,male,1,White,"Married, spouse present",NIU,,37,172,48,40,47000.0
1990,Maine,Northeast,37,male,1,White,"Married, spouse present",No union coverage,,633,102,52,40,23903.0
1990,California,West,40,male,4,Other,"Married, spouse present",NIU,,166,342,52,60,24000.0
1990,Indiana,Midwest,27,male,1,White,"Married, spouse present",No union coverage,,804,410,52,55,35000.0
1990,Illinois,Midwest,52,male,2,Black,Separated,No union coverage,,877,192,35,45,20000.0
1990,New Jersey,Northeast,43,male,3,Hispanic,"Married, spouse present",NIU,,766,351,52,40,14560.0
1990,New Jersey,Northeast,28,male,1,White,Never mar,NIU,,53,882,52,40,32000.0
1990,Missouri,Midwest,25,male,1,White,Never mar,NIU,,785,212,52,40,10000.0
1990,Washington,West,47,male,1,White,"Married, spouse present",NIU,,385,342,52,60,19000.0
1990,New Jersey,Northeast,25,male,3,Hispanic,Never mar,No union coverage,,55,292,52,40,29000.0
1990,Florida,South,29,male,3,Hispanic,"Married, spouse present",NIU,,136,850,48,20,8000.0
1990,Ohio,Midwest,35,male,1,White,"Married, spouse present",No union coverage,,257,441,51,43,36000.0
1990,Ohio,Midwest,30,male,1,White,"Married, spouse present",NIU,,733,231,52,40,15000.0
1990,Georgia,South,39,male,2,Black,"Married, spouse present",NIU,,865,60,52,40,19500.0
1990,Iowa,Midwest,50,male,1,White,"Married, spouse present",NIU,,426,600,52,60,23000.0
1990,Massachusetts,Northeast,45,male,1,White,Never mar,No union coverage,,19,121,52,40,46000.0
1990,New Jersey,Northeast,37,male,1,White,Separated,NIU,,734,172,24,27,3770.0
1990,Ohio,Midwest,36,male,1,White,Divorced,NIU,,213,342,52,70,62000.0
1990,California,West,30,male,3,Hispanic,"Married, spouse absent",NIU,,865,60,42,24,9400.0
1990,North Dakota,Midwest,34,male,4,Other,"Married, spouse present",NIU,,453,842,52,40,20000.0
1990,Indiana,Midwest,41,male,1,White,"Married, spouse present",NIU,,157,842,52,50,18000.0
1990,Florida,South,30,male,1,White,"Married, spouse present",NIU,,43,60,52,65,52000.0
1990,Florida,South,49,male,1,White,"Married, spouse present",NIU,,633,192,52,40,15000.0
1990,California,West,27,male,1,White,Divorced,NIU,,365,850,50,20,5000.0
1990,Pennsylvania,Northeast,33,male,1,White,"Married, spouse present",NIU,,19,251,52,40,23000.0
1990,Florida,South,41,male,1,White,"Married, spouse present",NIU,,378,700,52,40,18000.0
1990,Illinois,Midwest,36,male,1,White,Never mar,NIU,,195,172,52,45,40000.0
1990,Alaska,West,35,male,4,Other,"Married, spouse present",NIU,,436,641,12,40,3000.0
1990,Georgia,South,38,male,1,White,"Married, spouse present",NIU,,706,282,44,40,19000.0
1990,Idaho,West,32,male,1,White,"Married, spouse present",NIU,,567,60,45,40,17000.0
1990,California,West,48,male,3,Hispanic,"Married, spouse present",NIU,,579,60,52,45,15000.0
1990,Missouri,Midwest,64,male,1,White,"Married, spouse present",NIU,,453,331,49,20,4000.0
1990,New York,Northeast,25,male,3,Hispanic,Never mar,NIU,,318,421,52,40,19000.0
1990,West Virginia,South,40,male,1,White,"Married, spouse present",NIU,,889,180,52,48,3800.0
1990,Pennsylvania,Northeast,59,male,1,White,"Married, spouse present",NIU,,633,742,52,40,42000.0
1990,North Dakota,Midwest,61,male,1,White,"Married, spouse present",NIU,,413,910,52,56,32000.0
1990,Wisconsin,Midwest,60,male,1,White,"Married, spouse present",NIU,,804,410,52,60,47000.0
1990,Wyoming,West,51,male,1,White,"Married, spouse present",NIU,,804,41,49,40,34000.0
1990,Florida,South,46,male,1,White,"Married, spouse present",NIU,,19,881,52,50,73000.0
1990,Maine,Northeast,34,male,1,White,"Married, spouse present",NIU,,33,360,52,40,20000.0
1990,Rhode Island,Northeast,27,male,1,White,"Married, spouse present",NIU,,777,280,52,40,21000.0
1990,North Carolina,South,44,male,1,White,"Married, spouse present",NIU,,157,842,44,40,22000.0
1990,California,West,30,male,1,White,Never mar,NIU,,423,932,52,40,30000.0
1990,Arizona,West,34,male,1,White,Never mar,No union coverage,,33,762,52,50,16000.0
1990,North Carolina,South,49,male,1,White,"Married, spouse present",NIU,,796,210,52,40,47432.0
1990,Texas,South,30,male,3,Hispanic,"Married, spouse present",NIU,,748,771,52,40,10500.0
1990,Michigan,Midwest,31,male,1,White,"Married, spouse present",NIU,,518,212,52,45,47200.0
1990,California,West,27,male,1,White,"Married, spouse present",NIU,,439,641,52,40,11440.0
1990,California,West,37,male,1,White,"Married, spouse present",NIU,,157,842,42,40,27000.0
1990,Maine,Northeast,25,male,1,White,"Married, spouse present",NIU,,558,60,52,40,20000.0
1990,Oklahoma,South,54,male,1,White,"Married, spouse present",NIU,,505,751,52,40,17800.0
1990,Pennsylvania,Northeast,50,male,1,White,"Married, spouse present",NIU,,547,270,52,40,37000.0
1990,New York,Northeast,63,male,1,White,"Married, spouse present",NIU,,808,401,52,50,25000.0
1990,Wyoming,West,57,male,1,White,"Married, spouse present",No union coverage,,225,931,52,50,31800.0
1990,North Carolina,South,26,male,1,White,"Married, spouse present",NIU,,575,60,52,50,27300.0
1990,South Dakota,Midwest,58,male,1,White,"Married, spouse present",NIU,,176,880,52,50,31250.0
1990,Texas,South,43,male,1,White,"Married, spouse present",NIU,,633,192,52,48,52000.0
1990,Ohio,Midwest,42,male,2,Black,Never mar,NIU,,453,831,52,40,15762.0
